prod_no,fix_time,a_speed,b_speed,separation,s_separation,rate_terms,mpa,load_time,highpressure_time,c_thickness
45231-3B400,81.1,0.665,1.567,187.6,710.8,92,75.2,20.1,70,22.5
45231-3B400,81.2,0.671,1.572,188.2,711.3,93,75.2,20.1,71,21.4
45231-3B400,81.2,0.67,1.571,188.2,710.9,93,75.2,20.1,69,21.8
45231-3B400,81.1,0.673,1.552,188.1,711.5,93,75.2,20.1,75,21.3
45231-3B400,81.1,0.669,1.557,186.7,711.4,93,75.3,20.1,68,22.8
45231-3B400,81.1,0.668,1.557,185.8,711.4,93,75.4,20.1,68,23.7
45231-3B400,81.1,0.672,1.558,187.9,710.9,93,75.4,20.1,73,22.1
45231-3B400,80.9,0.656,1.583,186.5,710.7,93,75.3,20.1,69,23.7
45231-3B400,80.9,0.672,1.585,186,711.8,93,75.3,20.1,72,23.1
45231-3B400,80.9,0.665,1.575,189.1,710.8,92,75.4,20.1,78,21
45231-3B400,80.9,0.671,1.578,187,710.8,93,75.3,20.1,71,23.1
45231-3B400,80.9,0.675,1.597,187.5,711.4,93,75.3,20.1,68,22
45231-3B400,81.1,0.659,1.593,187.7,711.1,93,75.4,20.1,72,22.1
45231-3B400,81.1,0.674,1.601,187,711.4,93,75.4,20.1,69,22.5
45231-3B400,81.2,0.668,1.619,188.3,710.1,92,75.4,20.1,67,22.5
45231-3B400,81,0.664,1.6,187.8,710.5,92,75.3,20.1,72,22.6
45231-3B400,81,0.664,1.583,186.8,711.1,93,75.3,20.1,69,23
45231-3B400,81.1,0.662,1.614,189.5,710.5,93,75.2,20.1,72,20.9
45231-3B400,81.2,0.67,1.601,187.6,710.3,92,75.3,20.1,72,23
45231-3B400,81.1,0.653,1.624,188.7,710.6,93,75.3,20.1,74,21.6
45231-3B400,81.1,0.672,1.586,187.9,710.4,93,75.3,20.1,75,22.6
45231-3B400,81.1,0.668,1.601,188.2,710.1,93,75.2,20.1,76,22.6
45231-3B400,81.1,0.661,1.618,187.8,712.1,93,75.3,20.1,73,21
45231-3B400,81.1,0.676,1.622,187.8,710.8,92,75.2,20.1,72,22.3
45231-3B400,81.1,0.66,1.614,189.5,710.1,93,75.3,20.1,78,21.3
45231-3B400,81,0.664,1.592,188.4,710.7,92,75.4,20.1,66,21.8
45231-3B400,81,0.657,1.619,190.8,710.3,92,75,20.1,79,19.8
45231-3B400,81.2,0.658,1.624,189.9,710.8,91,75.2,20.1,77,20.2
45231-3B400,81.7,0.662,1.632,191.8,710.8,92,75,20.1,81,18.3
45231-3B400,81.7,0.662,1.638,180.2,710.9,92,26.4,20.1,73,29.8
45231-3B400,79.1,0.467,1.639,187.1,710.7,92,29.7,20.1,73,29.1
45231-3B400,79.1,0.469,1.639,187.1,710.7,92,29.6,22.2,73,27
45231-3B400,81,0.673,1.639,187.1,710.7,93,75.4,20.1,73,23.1
45231-3B400,81.3,0.662,1.629,186.4,709.9,93,75.5,20.1,69,24.6
45231-3B400,81.1,0.668,1.625,186.6,709.9,93,75.5,20.1,71,24.4
45231-3B400,81.2,0.674,1.617,183.3,711.8,93,75.6,20.1,74,25.8
45231-3B400,81.2,0.667,1.629,185,710.6,93,75.5,20.1,71,25.3
45231-3B400,81.2,0.661,1.641,186.8,709.8,92,75.5,20.1,73,24.3
45231-3B400,81.1,0.656,1.626,187.2,710.3,93,75.4,20.1,72,23.4
45231-3B400,81.2,0.673,1.645,186.3,711.1,93,75.6,20.1,78,23.5
45231-3B400,81.1,0.669,1.647,186.3,710.3,93,75.5,20.1,75,24.3
45231-3B400,81.1,0.668,1.643,186.2,709.7,93,75.5,20.1,72,25
45231-3B400,81.2,0.663,1.624,187.7,710.2,92,75.5,20.1,74,23
45231-3B400,81.2,0.674,1.626,186.1,710.3,93,75.5,20.1,70,24.5
45231-3B400,81.1,0.675,1.635,186.5,710.1,92,75.5,20.1,71,24.3
45231-3B400,81.1,0.658,1.636,187.2,709.9,92,75.3,20.1,70,23.8
45231-3B400,81.1,0.673,1.64,186.1,710.8,93,75.5,20.1,69,24
45231-3B400,81,0.665,1.642,188.7,709.4,93,75.4,20.2,67,22.8
45231-3B400,81.1,0.671,1.649,186.3,710.6,93,75.3,20.1,65,24
45231-3B400,81.1,0.66,1.65,188.4,709.7,92,75.3,20.1,67,22.8
45231-3B400,81.1,0.667,1.622,187.3,710.6,92,75.4,20.1,69,23
45231-3B400,81.1,0.667,1.645,187.6,710.1,92,75.4,20.1,72,23.2
45231-3B400,80.9,0.66,1.641,186.7,710.3,92,75.5,20.1,67,23.9
45231-3B400,81.1,0.674,1.632,185.8,711.1,93,75.4,20.1,72,24
45231-3B400,81.3,0.668,1.645,185.9,710.4,93,75.3,20.1,68,24.6
45231-3B400,80.9,0.663,1.633,187.4,710.3,93,75.4,20.1,69,23.2
45231-3B400,81.1,0.661,1.617,186.8,710.6,92,75.2,20.1,66,23.5
45231-3B400,81.1,0.662,1.629,187,710.6,92,75.4,20.1,72,23.3
45231-3B400,81.4,0.676,1.635,188.9,710.2,93,75.3,20.1,70,21.8
45231-3B400,80.9,0.669,1.625,186.8,710.1,93,75.3,20.1,73,24
45231-3B400,81.2,0.664,1.626,186.6,710.1,93,75.4,20.1,70,24.2
45231-3B400,81.2,0.665,1.632,187.9,710,93,75.3,20.1,75,23
45231-3B400,81,0.658,1.624,186.7,710.1,93,75.4,20.2,71,24.1
45231-3B400,81.1,0.654,1.625,187.1,710.1,93,75.3,20.1,71,23.7
45231-3B400,81.9,0.667,1.625,187.3,709.8,93,75.3,20.1,70,23.8
45231-3B400,81.8,0.674,1.625,185.3,710.4,93,75.3,20.1,71,25.2
45231-3B400,81.8,0.678,1.624,185,710.4,93,75.4,20.1,69,25.5
45231-3B400,81.8,0.66,1.622,186.6,710.1,93,75.2,20.2,68,24.2
45231-3B400,81.8,0.675,1.615,184.2,710.6,92,75.2,20.1,67,26.1
45231-3B400,81.8,0.66,1.626,185.5,710.3,93,75.4,20.1,68,25.1
45231-3B400,82.1,0.668,1.616,185.1,709.8,92,75.4,20.1,71,26
45231-3B400,82.1,0.664,1.624,185.3,709.9,93,75.4,20.1,67,25.7
45231-3B400,81.7,0.674,1.617,184.8,710.8,93,75.3,20.2,66,25.3
45231-3B400,82,0.668,1.608,184.8,710.1,93,75.3,20.1,67,26
45231-3B400,81.9,0.661,1.61,185.6,710.2,93,75.3,20.1,66,25.1
45231-3B400,82,0.672,1.599,187.2,709.8,93,75.3,20.2,69,23.9
45231-3B400,81.9,0.663,1.599,186.3,709.9,92,75.3,20.2,68,24.7
45231-3B400,81.9,0.671,1.56,184.2,710.8,92,75.4,20.2,68,25.9
45231-3B400,81.9,0.662,1.589,185,710.3,94,75.5,20.2,70,25.6
45231-3B400,81.9,0.653,1.604,185.6,710,93,75.2,20.1,68,25.3
45231-3B400,81.8,0.664,1.612,186.9,710.2,92,75.5,20.1,71,23.8
45231-3B400,81.8,0.668,1.596,184,710.4,93,75.3,20.2,69,26.5
45231-3B400,81.8,0.674,1.592,186.6,710.3,93,75.2,20.2,74,24
45231-3B400,81.7,0.675,1.608,183.4,711.7,93,75.4,20.2,67,25.8
45231-3B400,81.7,0.65,1.624,187.8,709.6,92,75.3,20.2,64,23.5
45231-3B400,81.9,0.661,1.615,185.3,710.8,93,75.5,20.2,70,24.8
45231-3B400,81.3,0.659,1.603,186,710.1,93,75.3,20.2,70,24.8
45231-3B400,81.8,0.653,1.604,187.3,709.8,92,75.3,20.2,71,23.8
45231-3B400,81.8,0.671,1.601,186.8,710.1,92,75.3,20.2,67,24
45231-3B400,82,0.66,1.601,186.5,709.8,92,75.5,20.2,69,24.6
45231-3B400,81.3,0.68,1.619,186,710.8,92,75.4,20.2,66,24.1
45231-3B400,81.3,0.662,1.613,185.9,710.4,93,75.2,20.1,65,24.6
45231-3B400,81.3,0.664,1.603,186,710.1,93,75.4,20.2,71,24.8
45231-3B400,81.8,0.673,1.612,184.3,710.6,93,75.4,20.1,71,26
45231-3B400,81.3,0.663,1.628,186.4,710.4,93,75.4,20.2,68,24.1
45231-3B400,81.8,0.664,1.615,186.7,710.4,93,75.4,20.1,73,23.8
45231-3B400,81.2,0.659,1.631,184.8,710.6,93,75.4,20.2,67,25.5
45231-3B400,81.8,0.663,1.611,185.3,710.8,93,75.4,20.2,67,24.8
45231-3B400,81.2,0.66,1.634,185.9,710.1,93,75.5,20.2,66,24.9
45231-3B400,81.8,0.668,1.629,186.9,710.9,92,75.4,20.2,68,23.1
45231-3B400,81.3,0.667,1.638,187.1,710.5,93,75.3,20.2,67,23.3
45231-3B400,81.3,0.669,1.622,186.4,710.2,93,75.3,20.2,74,24.3
45231-3B400,81.3,0.664,1.614,187.1,710.3,92,75.4,20.2,68,23.5
45231-3B400,81.3,0.659,1.607,186,710.1,93,75.2,20.2,68,24.8
45231-3B400,81.3,0.66,1.617,186.3,710.8,92,75.4,20.2,67,23.8
45231-3B400,81.3,0.66,1.615,185.9,710.2,92,75.3,20.2,69,24.8
45231-3B400,81.2,0.671,1.618,186.8,710.6,94,75.4,20.2,70,23.5
45231-3B400,81.9,0.664,1.608,186.1,711,92,75.3,20.2,68,23.8
45231-3B400,81.9,0.659,1.587,185.5,711,93,75.5,20.2,68,24.4
45231-3B400,81.3,0.668,1.594,185.8,710.3,93,75.4,20.2,67,24.8
45231-3B400,81.9,0.667,1.612,185.7,710.6,93,75.4,20.2,66,24.6
45231-3B400,81.2,0.664,1.605,185.8,710.3,93,75.3,20.2,66,24.8
45231-3B400,82,0.656,1.604,184.6,711,92,75.5,20.2,70,25.3
45231-3B400,82.1,0.665,1.555,182.2,710.4,93,75.3,20.2,70,28.3
45231-3B400,82,0.674,1.595,185.4,711.4,93,75.4,20.2,69,24.1
45231-3B400,82,0.665,1.603,184.9,711.2,93,75.3,20.2,67,24.8
45231-3B400,82,0.661,1.595,185.2,710.6,92,75.4,20.2,71,25.1
45231-3B400,82,0.663,1.571,185.1,710.8,93,75.4,20.2,68,25
45231-3B400,81.9,0.659,1.576,185.3,710.4,92,75.4,20.2,67,25.2
45231-3B400,81.9,0.67,1.581,185.2,710.1,93,75.4,20.2,70,25.6
45231-3B400,82,0.672,1.572,184.4,711.3,93,75.5,20.2,76,25.2
45231-3B400,81.9,0.68,1.585,184.6,711.4,93,75.4,20.2,66,24.9
45231-3B400,81.9,0.673,1.578,184.7,710.6,93,75.4,20.2,68,25.6
45231-3B400,81.8,0.659,1.589,184,711.4,93,75.4,20.2,71,25.5
45231-3B400,82,0.674,1.58,185.7,711.4,92,75.3,20.2,73,23.8
45231-3B400,81.4,0.662,1.591,185.9,710.4,92,75.4,20.2,67,24.6
45231-3B400,81.8,0.675,1.567,185.2,711.4,92,75.3,20.2,70,24.3
45231-3B400,81.9,0.665,1.568,186,710.9,93,75.4,20.2,67,24
45231-3B400,81.8,0.66,1.576,185.9,710.9,92,75.2,20.2,68,24.1
45231-3B400,81.9,0.664,1.577,185.8,710.8,93,75.4,20.2,68,24.3
45231-3B400,81.3,0.663,1.571,186.3,710.6,92,75.5,20.2,68,24
45231-3B400,81.8,0.671,1.571,186.7,711.1,92,75.5,20.2,70,23.1
45231-3B400,81.9,0.661,1.567,186.4,711.4,92,75.4,20.2,74,23.1
45231-3B400,81.2,0.67,1.556,186.2,710.9,93,75.3,20.2,69,23.8
45231-3B400,81.9,0.662,1.563,187.6,710.1,92,75.3,20.2,69,23.2
45231-3B400,81.2,0.68,1.56,185.7,712,92,75.3,20.2,69,23.2
45231-3B400,81.9,0.676,1.557,188.8,710.4,93,75.4,20.2,73,21.7
45231-3B400,81.3,0.669,1.569,185.6,711.5,92,75.4,20.2,73,23.8
45231-3B400,81.9,0.665,1.567,184.9,711,92,75.4,20.2,74,25
45231-3B400,81.3,0.674,1.54,187.5,710.6,93,75.3,20.2,70,22.8
45231-3B400,81.2,0.672,1.543,187,710.3,92,75.4,20.2,73,23.6
45231-3B400,81.8,0.679,1.554,185.9,711.9,92,75.4,20.2,69,23.1
45231-3B400,81.2,0.678,1.545,185.4,711.9,92,75.2,20.2,69,23.6
45231-3B400,81.8,0.679,1.536,184.6,711.6,93,75.5,20.2,71,24.7
45231-3B400,81.3,0.667,1.536,186.3,711.3,93,75.3,20.2,67,23.3
45231-3B400,81.1,0.676,1.537,186.7,712.1,93,75.4,20.2,68,22.1
45231-3B400,81.1,0.667,1.544,187.2,711.6,92,75.5,20.2,71,22.1
45231-3B400,81.9,0.667,1.551,187.3,711,93,75.4,20.2,71,22.6
45231-3B400,81,0.674,1.548,187,711.1,92,75.5,20.2,67,22.8
45231-3B400,81.4,0.679,1.553,186.8,711.6,93,75.3,20.2,72,22.5
45231-3B400,81.3,0.67,1.563,187.5,711.3,93,75.3,20.2,72,22.1
45231-3B400,81.2,0.681,1.565,185.8,712,93,75.5,20.2,73,23.1
45231-3B400,81.2,0.657,1.542,187.5,710.8,92,75.4,20.2,72,22.6
45231-3B400,81.2,0.656,1.561,188.4,710.5,92,75.5,20.2,74,22
45231-3B400,81.2,0.667,1.574,189.8,710.3,93,75.3,20.2,74,20.8
45231-3B400,81.2,0.668,1.576,188,711.8,93,75.4,20.2,73,21.1
45231-3B400,81.1,0.659,1.589,186.3,711.8,93,75.3,20.2,71,22.8
45231-3B400,81.2,0.671,1.583,187.2,711.1,92,75.3,20.2,73,22.6
45231-3B400,81.2,0.685,1.58,188,711.1,93,75.3,20.2,73,21.8
45231-3B400,81.2,0.654,1.593,189,710.6,92,75.2,20.2,73,21.3
45231-3B400,81.2,0.667,1.597,189.2,710.9,92,75.2,20.2,75,20.8
45231-3B400,81.4,0.653,1.572,189.3,710.3,92,75.1,20.2,78,21.3
45231-3B400,81.4,0.659,1.59,179.2,711.7,92,26.4,20.2,69,30
45231-3B400,81.5,0.469,1.615,186.9,710.2,92,29.7,20.2,69,30.1
45231-3B400,79,0.475,1.615,186.9,710.2,92,29.6,22.2,69,29.8
45231-3B400,81.1,0.665,1.615,186.9,710.2,93,75.4,20.2,69,23.8
45231-3B400,81.2,0.662,1.624,186.5,710.3,94,75.5,20.2,70,24.1
45231-3B400,81.2,0.664,1.624,185.3,710.3,93,75.5,20.2,69,25.3
45231-3B400,81,0.664,1.628,186,710.1,93,75.4,20.2,70,24.8
45231-3B400,81.8,0.659,1.649,184.4,710.3,93,75.5,20.2,68,26.2
45231-3B400,81.9,0.663,1.632,184,710.6,93,75.4,20.2,68,26.3
45231-3B400,81.9,0.652,1.629,186.5,709.4,92,75.5,20.2,67,25
45231-3B400,81.2,0.667,1.617,185.6,710.2,93,75.4,20.2,66,25.1
45231-3B400,81.9,0.669,1.639,184.7,710.1,93,75.5,20.2,67,26.1
45231-3B400,81.3,0.671,1.649,185.2,710.3,93,75.4,20.2,64,25.4
45231-3B400,81.9,0.662,1.636,184.7,710.5,93,75.5,20.2,67,25.7
45231-3B400,81.3,0.674,1.631,184.3,711.1,93,75.5,20.2,68,25.5
45231-3B400,81.8,0.673,1.636,184.7,709.9,93,75.5,20.2,65,26.3
45231-3B400,81.2,0.674,1.631,186.8,710.5,93,75.3,20.2,67,23.6
45231-3B400,81.9,0.665,1.629,182.8,710.8,93,75.5,20.2,66,27.3
45231-3B400,81.3,0.674,1.626,186.1,710.3,93,75.4,20.2,67,24.5
45231-3B400,81.8,0.67,1.629,186.7,710.4,93,75.5,20.2,68,23.8
45231-3B400,81.2,0.662,1.639,185.8,710.1,92,75.5,20.2,69,25
45231-3B400,81.8,0.654,1.624,186.6,710.2,93,75.3,20.2,66,24.1
45231-3B400,81.2,0.668,1.624,185,709.8,92,75.5,20.2,68,26.1
45231-3B400,81.8,0.658,1.629,185.1,710.3,93,75.4,20.2,67,25.5
45231-3B400,81.3,0.669,1.642,185.3,710.6,93,75.5,20.2,74,25
45231-3B400,81.3,0.664,1.622,184.6,710.2,93,75.5,20.2,69,26.1
45231-3B400,81.2,0.657,1.624,184.7,710.4,93,75.4,20.2,72,25.8
45231-3B400,81.4,0.658,1.632,186.5,709.9,94,75.3,20.2,69,24.5
45231-3B400,81.2,0.668,1.639,185.7,710.6,93,75.4,20.2,70,24.6
45231-3B400,81.2,0.665,1.628,187.2,709.7,93,75.5,20.2,71,24
45231-3B400,81.2,0.668,1.631,186,709.8,93,75.5,20.2,70,25.1
45231-3B400,81.2,0.672,1.64,187.8,710.3,92,75.5,20.2,70,22.8
45231-3B400,81.2,0.665,1.635,186.2,710.3,93,75.4,20.2,66,24.4
45231-3B400,81.2,0.66,1.633,186.8,710.1,93,75.3,20.2,70,24
45231-3B400,81.1,0.66,1.632,185.7,710.2,93,75.4,20.2,68,25
45231-3B400,81.2,0.661,1.639,186.8,710.1,92,75.4,20.2,72,24
45231-3B400,81.1,0.663,1.626,186.8,710.2,93,75.4,20.2,73,23.9
45231-3B400,81.1,0.658,1.631,186.2,710.1,93,75.5,20.2,68,24.6
45231-3B400,81.1,0.66,1.606,186.7,709.8,93,75.5,20.2,68,24.4
45231-3B400,81.1,0.675,1.608,185.1,711.3,93,75.5,20.2,73,24.5
45231-3B400,81.1,0.667,1.615,186.2,710.4,93,75.5,20.2,67,24.3
45231-3B400,81,0.675,1.629,187.5,710.3,93,75.3,20.2,72,23.1
45231-3B400,81.1,0.654,1.622,186.2,709.6,93,75.6,20.2,75,25.1
45231-3B400,81,0.661,1.629,186.5,710.4,93,75.4,20.2,68,24
45231-3B400,81.1,0.673,1.639,185.9,710.1,93,75.3,20.2,68,24.9
45231-3B400,81.1,0.67,1.625,186,710.4,94,75.5,20.2,72,24.5
45231-3B400,81.3,0.661,1.62,185.9,709.9,93,75.5,20.2,76,25.1
45231-3B400,80.6,0.674,1.639,186,710.9,93,75.5,20.2,74,24
45231-3B400,81.1,0.662,1.626,185.4,710.5,92,75.3,20.2,68,25
45231-3B400,81,0.665,1.633,185.2,710.1,93,75.5,20.2,77,25.6
45231-3B400,81.2,0.675,1.624,185.1,710.3,93,75.5,20.2,69,25.5
45231-3B400,81.1,0.664,1.632,185.6,710.3,93,75.3,20.2,67,25
45231-3B400,81.2,0.671,1.635,186.5,710.3,93,75.4,20.2,70,24.1
45231-3B400,81.1,0.655,1.611,185.7,710.2,93,75.5,20.2,70,25
45231-3B400,81.1,0.661,1.622,186.4,710.5,93,75.4,20.2,70,24
45231-3B400,81.2,0.672,1.608,185.1,710.5,92,75.4,20.2,71,25.3
45231-3B400,81.1,0.667,1.609,185.8,710.1,93,75.5,20.2,70,25
45231-3B400,81,0.667,1.609,187,710,93,75.5,20.2,69,23.9
45231-3B400,81.1,0.661,1.634,186.3,710.8,93,75.5,20.2,67,23.8
45231-3B400,81.1,0.665,1.624,185.2,710.8,93,75.4,20.2,69,24.9
45231-3B400,81,0.674,1.625,184.5,711.5,93,75.5,20.2,70,24.9
45231-3B400,81.1,0.662,1.607,186.2,710.2,94,75.5,20.2,70,24.5
45231-3B400,81.1,0.659,1.618,186.3,710.3,92,75.4,20.2,75,24.3
45231-3B400,81.1,0.668,1.636,187,709.8,93,75.5,20.2,70,24.1
45231-3B400,81.1,0.66,1.618,186.2,710.3,93,75.5,20.2,67,24.4
45231-3B400,81.1,0.667,1.622,185.9,710.3,93,75.5,20.2,65,24.7
45231-3B400,81.3,0.667,1.626,186.9,710.4,92,75.4,20.2,70,23.6
45231-3B400,81.3,0.662,1.61,186.4,710.4,93,75.4,20.2,68,24.1
45231-3B400,81.1,0.668,1.615,185.8,710.3,94,75.4,20.2,69,24.8
45231-3B400,81.2,0.653,1.628,187,710.4,93,75.5,20.2,69,23.5
45231-3B400,81.2,0.667,1.603,185.8,710.1,93,75.5,20.2,68,25
45231-3B400,81.2,0.682,1.615,185.6,711.4,93,75.5,20.2,67,23.9
45231-3B400,81.3,0.663,1.619,187.1,709.8,92,75.3,20.2,68,24
45231-3B400,81.2,0.662,1.615,187.4,709.9,93,75.5,20.2,69,23.6
45231-3B400,81.3,0.665,1.613,185,710.7,93,75.5,20.2,67,25.2
45231-3B400,81.3,0.668,1.602,186,710.8,93,75.3,20.2,68,24.1
45231-3B400,80.9,0.669,1.607,187.2,709.6,93,75.5,20.2,71,24.1
45231-3B400,81.4,0.664,1.628,186.9,709.8,92,75.4,20.2,74,24.2
45231-3B400,81.4,0.661,1.594,186.5,710.1,93,75.4,20.2,75,24.3
45231-3B400,81.3,0.656,1.611,185.9,709.8,93,75.2,20.2,68,25.2
45231-3B400,81.2,0.663,1.615,187,710.4,93,75.4,20.2,69,23.5
45231-3B400,81.4,0.66,1.616,186.1,710.6,92,75.2,20.2,72,24.2
45231-3B400,81.2,0.671,1.6,185.7,710.1,93,75.4,20.2,71,25.1
45231-3B400,81.3,0.658,1.621,186.5,710.3,92,75.4,20.2,73,24.1
45231-3B400,81.2,0.659,1.619,186.9,710.1,93,75.3,20.2,69,23.9
45231-3B400,81.2,0.671,1.604,184.8,711,93,75.3,20.2,70,25.1
45231-3B400,81.2,0.674,1.616,184,711.6,93,75.5,20.2,74,25.3
45231-3B400,81.3,0.674,1.604,185.3,710.8,93,75.4,20.2,72,24.8
45231-3B400,81.2,0.682,1.614,185.1,711.9,93,75.5,20.2,73,23.9
45231-3B400,81.2,0.67,1.629,186.1,710.6,93,75.5,20.2,66,24.2
45231-3B400,81.1,0.663,1.626,186.9,710.3,92,75.4,20.2,71,23.7
45231-3B400,81.2,0.682,1.621,186.5,710.1,93,75.4,20.2,73,24.3
45231-3B400,81.1,0.662,1.605,186.7,710.6,94,75.4,20.2,67,23.6
45231-3B400,81.2,0.664,1.594,186.4,709.9,93,75.5,20.2,70,24.6
45231-3B400,81,0.665,1.613,186.2,710.9,92,75.3,20.2,69,23.8
45231-3B400,81.2,0.659,1.604,186,710.3,93,75.5,20.2,75,24.6
45231-3B400,81.1,0.667,1.607,186.5,710.3,93,75.3,20.2,68,24.1
45231-3B400,81,0.67,1.624,186.2,710.1,93,75.5,20.2,72,24.6
45231-3B400,81,0.669,1.6,185.5,710.7,93,75.3,20.2,69,24.7
45231-3B400,81,0.662,1.608,185.7,710.9,93,75.2,20.2,72,24.3
45231-3B400,80.9,0.669,1.606,187.3,710,93,75.4,20.2,70,23.6
45231-3B400,81,0.66,1.609,187.7,710.3,93,75.3,20.2,68,22.9
45231-3B400,81,0.656,1.604,186.6,710,93,75.4,20.2,65,24.3
45231-3B400,81,0.66,1.613,186.7,709.8,93,75.5,20.2,70,24.4
45231-3B400,81.2,0.672,1.611,185.8,710.8,93,75.3,20.2,64,24.3
45231-3B400,81.1,0.661,1.595,188.4,710.6,93,75.3,20.2,70,21.9
45231-3B400,81.1,0.651,1.604,187.2,709.6,93,75.4,20.2,70,24.1
45231-3B400,81.1,0.665,1.609,188.1,710.4,92,75.4,20.2,85,22.4
45231-3B400,81.1,0.656,1.597,186.5,710.4,93,75.4,20.2,71,24
45231-3B400,81.1,0.671,1.607,186.8,710.5,93,75.4,20.2,74,23.6
45231-3B400,81.2,0.666,1.598,186.8,710.4,93,75.5,20.2,77,23.7
45231-3B400,81.1,0.664,1.598,186.6,710.7,93,75.5,20.2,87,23.6
45231-3B400,81.1,0.676,1.604,185.2,711.5,93,75.5,20.2,77,24.2
45231-3B400,81.1,0.665,1.597,186.5,710.1,93,75.5,20.2,75,24.3
45231-3B400,81.1,0.665,1.605,186.5,710.8,92,75.5,20.2,72,23.6
45231-3B400,81.2,0.672,1.604,186.1,710.9,93,75.4,20.2,70,23.9
45231-3B400,81.1,0.668,1.598,185.4,711.1,93,75.5,20.2,72,24.4
45231-3B400,81.2,0.667,1.609,188.5,710.9,93,75.4,20.2,75,21.5
45231-3B400,81.1,0.656,1.614,186.8,710.1,93,75.3,20.2,74,24
45231-3B400,81.3,0.66,1.597,186.7,710.5,92,75.4,20.2,77,23.7
45231-3B400,81.1,0.665,1.619,187,710.4,93,75.4,20.2,72,23.5
45231-3B400,81.1,0.669,1.611,185.6,710.7,93,75.4,20.2,70,24.6
45231-3B400,81.2,0.654,1.604,185.2,710.4,93,75.5,20.2,70,25.3
45231-3B400,81.1,0.659,1.613,187,709.6,93,75.3,20.2,74,24.3
45231-3B400,81.1,0.672,1.597,187.7,709.9,93,75.4,20.2,72,23.3
45231-3B400,81.3,0.66,1.582,188,710.8,93,75.2,20.2,77,22.1
45231-3B400,81.2,0.662,1.602,185.3,710.8,93,75.3,20.2,69,24.8
45231-3B400,81.2,0.675,1.612,184.5,711.9,93,75.4,20.2,84,24.5
45231-3B400,81.2,0.668,1.598,185.3,710.9,93,75.4,20.2,73,24.7
45231-3B400,81.2,0.663,1.59,186.8,710.3,93,75.4,20.2,70,23.8
45231-3B400,81.2,0.655,1.579,185.1,711.2,93,75.5,20.2,72,24.6
45231-3B400,81.2,0.664,1.594,185.7,710.8,93,75.5,20.2,72,24.4
45231-3B400,81.4,0.652,1.589,187.5,710.1,91,75.4,20.2,73,23.3
45231-3B400,81.3,0.668,1.604,186.2,710.7,92,75.3,20.2,71,24
45231-3B400,81.2,0.661,1.581,186.9,710.1,93,75.4,20.2,73,23.9
45231-3B400,81.2,0.676,1.597,186.5,711.8,93,75.4,20.2,75,22.6
45231-3B400,81.2,0.663,1.595,185.9,710.9,93,75.4,20.2,76,24.1
45231-3B400,81.2,0.668,1.594,186.1,710.6,93,75.4,20.2,74,24.2
45231-3B400,81.2,0.656,1.594,187.7,709.5,92,75.4,20.2,74,23.7
45231-3B400,81.2,0.668,1.576,184.1,711.7,93,75.5,20.2,69,25.1
45231-3B400,81.3,0.669,1.581,186.4,711.6,93,75.4,20.2,77,22.9
45231-3B400,81.3,0.658,1.574,186.1,710.2,93,75.4,20.2,71,24.6
45231-3B400,81.1,0.67,1.589,187,710.5,92,75.3,20.2,75,23.4
45231-3B400,81.1,0.667,1.585,185,711.6,92,75.3,20.2,74,24.3
45231-3B400,80.9,0.678,1.588,186.5,711.3,93,75.5,20.2,72,23.1
45231-3B400,81.1,0.67,1.582,187.5,710.7,93,75.3,20.2,67,22.7
45231-3B400,81.1,0.668,1.586,186,710.8,93,75.4,20.2,74,24.1
45231-3B400,80.9,0.674,1.58,186.7,710.3,92,75.3,20.2,65,23.9
45231-3B400,81.2,0.674,1.577,187.3,710.8,92,75.4,20.2,69,22.8
45231-3B400,81.2,0.671,1.572,185.1,711.8,93,75.5,20.2,65,24
45231-3B400,81.2,0.652,1.592,187.2,710.4,92,75.5,20.2,72,23.3
45231-3B400,81.2,0.665,1.574,186.3,711.2,93,75.6,20.2,75,23.4
45231-3B400,81.1,0.678,1.57,186.1,711.7,93,75.5,20.2,73,23.1
45231-3B400,81.2,0.67,1.571,186.9,711.2,93,75.5,20.2,68,22.8
45231-3B400,81.1,0.675,1.575,186.5,710.7,93,75.5,20.2,69,23.7
45231-3B400,81.1,0.667,1.585,186.6,711.3,92,75.3,20.2,67,23
45231-3B400,81.2,0.661,1.584,187.3,710.6,93,75.5,20.2,70,23
45231-3B400,81.1,0.665,1.589,184.7,711.4,93,75.5,20.2,68,24.8
45231-3B400,81.2,0.664,1.574,187.5,711.1,93,75.6,20.2,68,22.3
45231-3B400,81.2,0.68,1.568,187.3,711.2,93,75.5,20.2,70,22.4
45231-3B400,81.2,0.672,1.585,187.8,710.7,92,75.6,20.2,70,22.4
45231-3B400,81.2,0.67,1.599,186.7,711.4,92,75.6,20.2,72,22.8
45231-3B400,81.3,0.662,1.578,187,711.6,93,75.5,20.2,69,22.3
45231-3B400,81.1,0.658,1.568,188.9,710.5,92,75.5,20.2,68,21.5
45231-3B400,81.3,0.657,1.574,188.8,711.1,92,75.5,20.2,65,21
45231-3B400,81.3,0.659,1.557,189,711.1,93,75.5,20.2,72,20.8
45231-3B400,81.3,0.676,1.571,190.6,710.3,92,75.5,20.2,69,20
45231-3B400,81.7,0.664,1.587,190.5,710.6,92,75.2,20.2,86,19.8
